number,name_full,name,suffix,canonization,birth,start,end,age_start,age_end,tenure,Personal Name,Place of Birth,Modern-day country of birth,Comments
232,Leo XI,Leo,11,NA,1535-06-02T00:00:00Z,1605-04-01T00:00:00Z,1605-04-27T00:00:00Z,69.8316221765914,69.9028062970568,0.0712328767123288,Alessandro Ottaviano de Medici,"Florence, Duchy of Florence",Italy,"The great-nephew of Leo X. Called ""Papa Lampo"" (Lightning Pope) for his brief pontificate. "
233,Paul V,Paul,5,NA,1550-09-17T00:00:00Z,1605-05-16T00:00:00Z,1621-01-28T00:00:00Z,54.6611909650924,70.3655030800821,15.7041095890411,Camillo Borghese,"Rome, Papal States",Italy,
234,Gregory XV,Gregory,15,NA,1554-01-09T00:00:00Z,1621-02-09T00:00:00Z,1623-07-08T00:00:00Z,67.0855578370979,69.492128678987,2.40821917808219,Alessandro Ludovisi,"Bologna, Papal States",Italy,
235,Urban VIII,Urban,8,NA,1568-04-05T00:00:00Z,1623-08-06T00:00:00Z,1644-07-29T00:00:00Z,55.3347022587269,76.3148528405202,20.9781420765027,Maffeo Barberini,"Florence, Grand Duchy of Tuscany",Italy,The last pope to expand papal territory by force of arms. Issued a 1624 bill that made the use of tobacco in holy places punishable by excommunication. 
236,Innocent X,Innocent,10,NA,1574-05-06T00:00:00Z,1644-09-15T00:00:00Z,1655-01-07T00:00:00Z,70.362765229295,80.6735112936345,10.3123287671233,Giovanni Battista Pamphilj,"Rome, Papal States",Italy,The great-great-great-grandson of Alexander VI.
237,Alexander VII,Alexander,7,NA,1599-02-13T00:00:00Z,1655-04-07T00:00:00Z,1667-05-22T00:00:00Z,56.145106091718,68.268309377139,12.1229508196721,Fabio Chigi,"Siena, Grand Duchy of Tuscany",Italy,Great-nephew of Paul V. 
238,Clement IX,Clement,9,NA,1600-01-28T00:00:00Z,1667-06-20T00:00:00Z,1669-12-09T00:00:00Z,67.3921971252567,69.864476386037,2.47123287671233,Giulio Rospigliosi,"Pistoia, Grand Duchy of Tuscany",Italy,
239,Clement X,Clement,10,NA,1590-07-13T00:00:00Z,1670-04-29T00:00:00Z,1676-07-22T00:00:00Z,79.7946611909651,86.0260095824778,6.23013698630137,Emilio Bonaventura Altieri,"Rome, Papal States",Italy,Canonized the first saint from the Americas: St. Rose of Lima (1671)
240,Innocent XI,Innocent,11,Blessed,1611-05-16T00:00:00Z,1676-09-21T00:00:00Z,1689-08-12T00:00:00Z,65.3524982888433,78.2422997946612,12.8904109589041,Benedetto Odescalchi,"Como, Duchy of Milan",Italy,
241,Alexander VIII,Alexander,8,NA,1610-04-22T00:00:00Z,1689-10-06T00:00:00Z,1691-02-01T00:00:00Z,79.4579055441479,80.7802874743327,1.32328767123288,Pietro Vito Ottoboni,"Venice, Republic of Venice",Italy,
242,Innocent XII,Innocent,12,NA,1615-03-13T00:00:00Z,1691-07-12T00:00:00Z,1700-09-27T00:00:00Z,76.331279945243,85.5414099931554,9.21095890410959,Antonio Pignatelli,"Spinazzola, Kingdom of Naples",Italy,
243,Clement XI,Clement,11,NA,1649-07-23T00:00:00Z,1700-11-23T00:00:00Z,1721-03-19T00:00:00Z,51.3347022587269,71.6522929500342,20.3178082191781,Giovanni Francesco Albani,"Urbino, Marche, Papal States",Italy,
244,Innocent XIII,Innocent,13,NA,1655-05-13T00:00:00Z,1721-05-08T00:00:00Z,1724-03-07T00:00:00Z,65.9849418206708,68.8158795345654,2.83060109289618,Michelangelo dei Conti,"Poli, Lazio, Papal States",Italy,
245,Benedict XIII,Benedict,13,Servant of God,1649-02-02T00:00:00Z,1724-05-29T00:00:00Z,1730-02-21T00:00:00Z,75.315537303217,81.0485968514716,5.73424657534247,Pietro Francesco Orsini,"Gravina in Puglia, Kingdom of Naples",Italy,third and last member of the Orsini family to be pope. Originally called Benedict XIV due to the antipope but reverted to XIII. Repealed the worldwide tobacco smoking ban set by Urban VII and Urban VIII.
246,Clement XII,Clement,12,NA,1652-04-07T00:00:00Z,1730-07-12T00:00:00Z,1740-02-06T00:00:00Z,78.258726899384,87.8302532511978,9.57103825136612,Lorenzo Corsini,"Florence, Grand Duchy of Tuscany",Italy,
247,Benedict XIV,Benedict,14,NA,1675-03-31T00:00:00Z,1740-08-17T00:00:00Z,1758-05-03T00:00:00Z,65.3798767967146,83.088295687885,17.7095890410959,Prospero Lorenzo Lambertini,"Bologna, Papal States",Italy,
248,Clement XIII,Clement,13,NA,1693-03-07T00:00:00Z,1758-07-06T00:00:00Z,1769-02-02T00:00:00Z,65.3278576317591,75.9069130732375,10.5780821917808,Carlo della Torre di Rezzonico,"Venice, Republic of Venice",Italy,
249,Clement XIV,Clement,14,NA,1705-10-31T00:00:00Z,1769-05-19T00:00:00Z,1774-09-22T00:00:00Z,63.5482546201232,68.8925393566051,5.34520547945206,Giovanni Vincenzo Antonio Ganganelli,"Sant' Arcangelo di Romagna, Papal States",Italy,
250,Pius VI,Pius,6,NA,1717-12-25T00:00:00Z,1775-02-15T00:00:00Z,1799-08-29T00:00:00Z,57.1416837782341,81.6755646817249,24.5342465753425,Count Giovanni Angelo Braschi,"Cesena, Papal States",Italy,The last pope to be a patron of Renaissance art. 
251,Pius VII,Pius,7,Servant of God,1742-08-14T00:00:00Z,1800-03-14T00:00:00Z,1823-08-20T00:00:00Z,57.5797399041752,81.0130047912389,23.4344262295082,Barnaba Niccolò Maria Luigi Chiaramonti,"Cesena, Papal States",Italy,
252,Leo XII,Leo,12,NA,1760-08-22T00:00:00Z,1823-09-28T00:00:00Z,1829-02-10T00:00:00Z,63.0965092402464,68.4681724845996,5.36986301369863,Annibale Francesco Clemente Melchiore Girolamo Nicola Sermattei della Genga,"Genga or Spoleto, Papal States",Italy,
253,Pius VIII,Pius,8,NA,1761-11-20T00:00:00Z,1829-03-31T00:00:00Z,1830-11-30T00:00:00Z,67.356605065024,69.0239561943874,1.66849315068493,Francesco Saverio Castiglioni,"Cingoli, Marche, Papal States",Italy,
254,Gregory XVI,Gregory,16,NA,1765-09-18T00:00:00Z,1831-02-02T00:00:00Z,1846-06-01T00:00:00Z,65.3716632443532,80.6981519507187,15.3260273972603,Bartolomeo Alberto Cappellari,"Belluno, Republic of Venice",Italy,last non-bishop to be elected to the papacy.
255,Pius IX,Pius,9,Blessed,1792-05-13T00:00:00Z,1846-06-16T00:00:00Z,1878-02-07T00:00:00Z,54.0889801505818,85.7357973990418,31.6465753424658,Giovanni Maria Mastai-Ferretti,"Senigallia, Marche, Papal States",Italy,Longest-serving pope since Peter (c. AD 30–64). 
256,Leo XIII,Leo,13,NA,1810-03-02T00:00:00Z,1878-02-20T00:00:00Z,1903-07-20T00:00:00Z,67.9726214921287,93.3798767967146,25.4109589041096,Gioacchino Vincenzo Raffaele Luigi Pecci,"Carpineto Romano, Rome departement, French Empire (now Italy)",Italy,"Born as a French citizen, of Italian ethnicity, later became a subject of the Papal States and finally an Italian citizen.Had the third-longest reign after Pius IX, and John Paul II. first pope to fully embrace the concept of Mary as mediatrix. First Pope to be filmed by a motion picture camera and the first pope with voice recorded."
257,Pius X,Pius,10,Saint,1835-06-02T00:00:00Z,1903-08-04T00:00:00Z,1914-08-20T00:00:00Z,68.1697467488022,79.2142368240931,11.0438356164384,Giuseppe Melchiorre Sarto,"Riese, Lombardy-Venetia, Austrian Empire",Italy,
258,Benedict XV,Benedict,15,NA,1854-11-21T00:00:00Z,1914-09-03T00:00:00Z,1922-01-22T00:00:00Z,59.7809719370294,67.1676933607118,7.38630136986301,Giacomo Della Chiesa,"Genoa, Kingdom of Sardinia",Italy,
259,Pius XI,Pius,11,NA,1857-05-31T00:00:00Z,1922-02-06T00:00:00Z,1939-02-10T00:00:00Z,64.684462696783,81.6947296372348,17.0109589041096,Achille Ambrogio Damiano Ratti,"Desio, Lombardy-Venetia, Austrian Empire",Italy,
260,Pius XII,Pius,12,Venerable,1876-03-02T00:00:00Z,1939-03-02T00:00:00Z,1958-10-09T00:00:00Z,62.9952087611225,82.6009582477755,19.6054794520548,Eugenio Maria Giuseppe Giovanni Pacelli,"Rome, Italy",Italy,Eliminated the Italian majority of cardinals. 
261,John XXIII,John,23,Saint,1881-11-25T00:00:00Z,1958-10-28T00:00:00Z,1963-06-03T00:00:00Z,76.9199178644764,81.5167693360712,4.5972602739726,Angelo Giuseppe Roncalli,"Sotto il Monte, Bergamo, Italy",Italy,
262,Paul VI,Paul,6,Saint,1897-09-26T00:00:00Z,1963-06-21T00:00:00Z,1978-08-06T00:00:00Z,65.7303216974675,80.8569472963724,15.1260273972603,Giovanni Battista Enrico Antonio Maria Montini,"Concesio, Brescia, Italy",Italy,Last pope to be crowned. First pope since 1809 to travel outside Italy. 
263,John Paul I,John Paul,1,Blessed,1912-10-17T00:00:00Z,1978-08-26T00:00:00Z,1978-09-28T00:00:00Z,65.8562628336756,65.9466119096509,0.0904109589041096,Albino Luciani,"Forno di Canale, Veneto, Italy",Italy,Abolished the coronation and opted for the papal inauguration. First pope to use 'the First' in papal name; first with two names for two immediate predecessors. Last pope to use the sedia gestatoria. 
264,John Paul II,John Paul,2,Saint,1920-05-18T00:00:00Z,1978-10-16T00:00:00Z,2005-04-02T00:00:00Z,58.4120465434634,84.8733744010951,26.4602739726027,Karol Jozef Wojtyla,"Wadowice, Poland",Poland,"first pope of Slavic origin. First non-Italian pope since Adrian VI (1522–1523). Travelled extensively, visiting 129 countries during his pontificate. Second-longest reign after Pius IX. Canonized more saints than all his predecessors. Youngest individual to start his papacy since Pius IX (1846). "
265,Benedict XVI,Benedict,16,NA,1927-04-16T00:00:00Z,2005-04-19T00:00:00Z,2013-02-28T00:00:00Z,78.009582477755,85.8726899383984,7.86301369863014,Joseph Alois Ratzinger,"Marktl am Inn, Bavaria, Germany",Germany,"Oldest to become pope since Clement XII (1730). Elevated the Tridentine Mass to a more prominent position and promoted the use of Latin; re-introduced several disused papal garments. Authorized the creation of Anglican ordinariates (2009). First pope to renounce the papacy on his own initiative since Celestine V (1294),[47] becoming pope emeritus.[48] Longest-lived pope on record."
266,Francis,Francis,1,NA,1936-12-17T00:00:00Z,2013-03-13T00:00:00Z,2024-10-27T00:00:00Z,76.2354551676934,87.8603696098563,11,Jorge Mario Bergoglio,Buenos Aires,Argentina,First pope to be born outside Europe since Gregory III (731–741) and the first from the Americas; first pope from the Southern Hemisphere. First pope from a religious institute since Gregory XVI (1831–1846); first Jesuit pope. First to use a new and non-composed regnal name since Lando (913–914). First pope to visit and celebrate a mass on the Arabian Peninsula.
